,center_x,center_y,LON,LAT
319,719666.001,6176913.565,12.494816076292276,55.688192867739495
320,720066.001,6180113.565,12.503736402464645,55.71671121653013
321,724866.001,6180913.565,12.580650148003613,55.72168394445999
322,725266.001,6179713.565,12.586018280038154,55.710736998412564
323,721266.001,6181313.565,12.523771639847146,55.726927300320405
324,725666.001,6169713.565,12.584156119341822,55.62087301300898
325,725266.001,6170113.565,12.578144151098554,55.62464547954335
326,724466.001,6174113.565,12.568728668364427,55.6608873004067
327,722066.001,6180913.565,12.536160262984373,55.72297425555194
328,725266.001,6180113.565,12.586347295618838,55.71432410257543
329,724066.001,6181313.565,12.568266619388588,55.72564141513904
330,722066.001,6177713.565,12.533566136268325,55.69427580339664
331,722066.001,6174513.565,12.530976692492905,55.66557713611245
332,724066.001,6180113.565,12.567284348162433,55.714879900005215
333,725666.001,6170913.565,12.585139563924141,55.63163449570817
334,728866.001,6172513.565,12.637194556351714,55.64448769763777
335,728466.001,6172513.565,12.630851980573992,55.64467576783746
336,725266.001,6171313.565,12.579126086771836,55.635407026323286
337,727666.001,6176113.565,12.621149611317826,55.67733394658073
338,727666.001,6175313.565,12.620486197176529,55.67015996597365
339,727666.001,6173313.565,12.61882897132509,55.65222495456299
340,726866.001,6175713.565,12.608122945440453,55.674121206413886
341,726866.001,6175313.565,12.607792432506267,55.67053416438505
342,726866.001,6172513.565,12.605480929266173,55.645424774617965
343,727666.001,6172913.565,12.618497750456221,55.64863794201595
344,727266.001,6176913.565,12.615464165946554,55.68469527670359
345,725266.001,6169713.565,12.577816986792214,55.621058290499704
346,727266.001,6175713.565,12.614470443497675,55.673934246084684
347,725266.001,6170513.565,12.578471389182107,55.62823266519535
348,726066.001,6177313.565,12.596745893970859,55.68884247716035
349,723266.001,6180913.565,12.55522779928276,55.72242323556708
350,719666.001,6180113.565,12.497381206141569,55.71689254214745
351,718466.001,6177713.565,12.476401339187147,55.695909378043396
352,720066.001,6174913.565,12.499562885971322,55.67007445214112
353,720866.001,6179713.565,12.516123941648406,55.71276020537258
354,719666.001,6174513.565,12.492895268055797,55.666667971889424
355,724066.001,6171713.565,12.560427052499161,55.6395484413514
356,719266.001,6178113.565,12.489425087740875,55.6991361468883
357,719266.001,6174113.565,12.486228807052223,55.66326111217824
358,721666.001,6172513.565,12.523016830744536,55.64782286326651
359,718866.001,6179713.565,12.48435086168641,55.71366671217294
360,721666.001,6173313.565,12.523661868100135,55.65499763261348
361,718066.001,6180113.565,12.471959696904534,55.71761456051128
362,717666.001,6178113.565,12.464014890069233,55.69985636981291
363,724466.001,6173713.565,12.568401921198435,55.65730009583794
364,724466.001,6174513.565,12.569055489276234,55.66447450158984
365,717266.001,6179713.565,12.458931096582846,55.71438600691358
366,721666.001,6180113.565,12.529156459902302,55.71598263019782
367,722066.001,6169713.565,12.527101282085944,55.6225287321439
368,726066.001,6180513.565,12.599385805662099,55.71753898049139
369,722066.001,6174113.565,12.53065334071452,55.661989787583074
370,726066.001,6170513.565,12.591151887172211,55.62786168398009
371,721266.001,6173313.565,12.517316807368072,55.6551798571583
372,726066.001,6176113.565,12.595757156108492,55.67808123220225
373,720866.001,6172513.565,12.510328948008244,55.648186887430235
374,722066.001,6174913.565,12.531300117261702,55.66916448128276
375,724866.001,6171313.565,12.572784573039698,55.635592075502444
376,726066.001,6180113.565,12.599055555730576,55.713951929501675
377,726066.001,6179313.565,12.598395279671378,55.706777817297876
378,720466.001,6178513.565,12.508803741775813,55.702179946112004
379,720466.001,6173713.565,12.50494736173863,55.65913077592498
380,720066.001,6178113.565,12.502129753401032,55.698774066240986
381,720066.001,6174513.565,12.499242353415386,55.66648698535827
382,720066.001,6172113.565,12.497320676474331,55.64496211459589
383,722466.001,6170513.565,12.534087328304782,55.62952079088537
384,719266.001,6180913.565,12.491666783719626,55.72424847302962
385,719266.001,6178513.565,12.489745112996639,55.70272363204548
386,718866.001,6180513.565,12.484990402680335,55.72084170083259
387,718866.001,6180113.565,12.484670596051306,55.71725420816657
388,718466.001,6180513.565,12.478634408775978,55.72102206534076
389,718466.001,6177313.565,12.476082617424593,55.69232183799821
390,718066.001,6178913.565,12.471004191402937,55.706851917997625
391,728866.001,6173713.565,12.638193416611125,55.65524850948335
392,722066.001,6180513.565,12.535835740650787,55.71938696080246
393,717266.001,6178913.565,12.458296485399478,55.70721081257701
394,722866.001,6171713.565,12.541399897354118,55.64009973432759
395,725666.001,6171313.565,12.585467526658512,55.635221649814845
396,723266.001,6176513.565,12.551642954473333,55.682963618253204
397,724066.001,6173313.565,12.561730699297799,55.6538974056006
398,725266.001,6171713.565,12.579453546323515,55.63899420179861
